,question_id,sql_gold,sql_pred,execution_accuracy,used_metadata
1053,1066,SELECT DISTINCT t2.buildUpPlayPassingClass FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t1.team_short_name = 'CLB',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1054,1067,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlayPassing > 70,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1055,1068,"SELECT CAST(SUM(t2.overall_rating) AS REAL) / COUNT(t2.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.height > 170 AND SUBSTR(t2.`date`, 1, 4) BETWEEN '2010' AND '2015'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1056,1069,SELECT player_name FROM player ORDER BY height ASC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1057,1070,SELECT t1.name FROM Country AS t1 INNER JOIN League AS t2 ON t1.id = t2.country_id WHERE t2.name = 'Italy Serie A',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1058,1071,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlaySpeed = 31 AND t2.buildUpPlayDribbling = 53 AND t2.buildUpPlayPassing = 32,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1059,1072,SELECT CAST(SUM(t2.overall_rating) AS REAL) / COUNT(t2.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Aaron Doran',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1060,1073,"SELECT COUNT(t2.id) FROM League AS t1 INNER JOIN Match AS t2 ON t1.id = t2.league_id WHERE t1.name = 'Germany 1. Bundesliga' AND SUBSTR(t2.`date`, 1, 7) BETWEEN '2008-08' AND '2008-10'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1061,1074,SELECT t1.team_short_name FROM Team AS t1 INNER JOIN Match AS t2 ON t1.team_api_id = t2.home_team_api_id WHERE t2.home_team_goal = 10,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1062,1075,SELECT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.potential = '61' ORDER BY t2.balance DESC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
